Name,Roll_No,Branch,CGPA,DSA_Score,WebDev_Score,ML_Score,Aptitude_Score,Communication_Score,Internships,Projects,Hackathons,Placement_Status,Salary_LPA,Company
Ravi Srivastava,2400ME1564,ME,5.84,22,69,33,33,44,1,8,2,Placed,3.49,NIIT
Anika Iyer,2100IT1565,IT,6.07,52,53,40,64,48,1,5,0,Not Placed,0.0,Not Placed
Prateek Arora,2300ME1566,ME,5.79,37,7,24,33,43,3,6,1,Not Placed,0.0,Not Placed
Sai Malhotra,2400ME1567,ME,7.17,50,28,65,60,78,0,5,1,Placed,3.39,NIIT
Tanvi Iyer,2300EE1568,EE,8.85,73,60,25,47,48,3,8,0,Placed,8.48,Mphasis
Pooja Khanna,2400EC1569,ECE,9.19,70,55,31,64,49,3,8,3,Placed,7.63,Cognizant
Priya Kumar,2400ME1570,ME,8.44,68,74,57,65,62,3,7,0,Placed,40.95,Flipkart
Aarav Rawat,2100CE1571,CE,6.22,19,14,3,25,26,0,2,0,Not Placed,0.0,Not Placed
Jyoti Rajput,2100CS1572,CSE,5.42,38,79,41,33,57,1,3,1,Not Placed,0.0,Not Placed
Ishaan Reddy,2400CS1573,CSE,6.59,51,62,48,43,79,2,7,0,Placed,3.24,Sasken
Mayank Chauhan,2100IT1574,IT,7.17,46,63,29,47,67,2,6,4,Not Placed,0.0,Not Placed
Priya Kapoor,2200CS1575,CSE,8.2,63,84,63,44,61,2,5,1,Placed,10.72,L&T Infotech
Anika Srivastava,2400CS1576,CSE,7.56,51,16,34,36,30,3,2,1,Not Placed,0.0,Not Placed
Kavya Sethi,2300CS1577,CSE,7.17,75,44,50,42,62,2,5,5,Placed,4.53,Amdocs
Aparna Dhawan,2400IT1578,IT,7.31,42,50,57,40,22,3,1,2,Placed,3.31,Syntel
Sara Iyer,2100EC1579,ECE,7.76,70,62,55,40,40,1,6,2,Placed,11.92,Infosys
Ritika Rawat,2200CS1580,CSE,7.82,95,42,39,60,48,4,6,2,Placed,8.84,Mphasis
Arjun Patel,2100CS1581,CSE,8.3,66,66,60,53,62,4,8,2,Placed,6.55,Paytm
Prateek Verma,2200EC1582,ECE,7.19,84,44,67,56,60,2,5,2,Placed,11.77,Capgemini
Sara Goel,2100CS1583,CSE,7.84,71,60,46,45,53,1,5,0,Placed,10.52,Zoho
Yash Rajput,2400IT1584,IT,7.92,75,62,48,62,41,0,2,3,Placed,3.96,Syntel
Ritvik Rawat,2400CS1585,CSE,5.73,23,79,64,51,39,3,7,1,Not Placed,0.0,Not Placed
Tanya Kapoor,2100CE1586,CE,6.73,63,42,27,43,44,1,2,1,Not Placed,0.0,Not Placed
Gaurav Agarwal,2400EC1587,ECE,7.58,46,54,50,48,47,4,8,1,Placed,4.17,Syntel
Anjali Chatterjee,2400EC1588,ECE,6.04,42,62,31,34,13,1,7,4,Not Placed,0.0,Not Placed
Vivaan Pandey,2300EC1589,ECE,6.18,40,17,39,31,55,1,8,1,Not Placed,0.0,Not Placed
Prateek Mukherjee,2200IT1590,IT,8.85,81,57,56,82,19,3,4,2,Placed,11.99,Cognizant
Ritika Agarwal,2400CS1591,CSE,8.88,73,53,63,64,34,3,5,4,Placed,35.44,Oracle
Aparna Khanna,2200CE1592,CE,7.15,70,31,66,33,64,2,2,1,Placed,4.33,Cyient
Nikhil Mehta,2400CS1593,CSE,5.84,48,32,54,23,39,2,5,4,Not Placed,0.0,Not Placed
Shivani Bhatia,2300IT1594,IT,8.79,53,78,60,87,44,4,7,3,Placed,4.89,Accenture
Arjun Sethi,2100EC1595,ECE,6.14,25,48,34,20,9,3,5,0,Not Placed,0.0,Not Placed
Rahul Bhatia,2100EC1596,ECE,5.59,30,11,19,40,29,0,4,2,Not Placed,0.0,Not Placed
Anjali Patel,2400CS1597,CSE,6.69,68,58,39,55,47,1,7,1,Placed,7.03,Accenture
Pallavi Bhatia,2100ME1598,ME,7.0,43,24,62,50,69,1,6,2,Not Placed,0.0,Not Placed
Aryan Saxena,2300CS1599,CSE,9.05,100,47,30,46,73,4,7,0,Placed,6.46,L&T Infotech
Dev Kumar,2300ME1600,ME,4.0,30,41,18,28,29,3,3,0,Not Placed,0.0,Not Placed
Kunal Chauhan,2100EC1601,ECE,10.0,90,44,53,54,86,1,2,1,Placed,9.99,Mindtree
Saanvi Iyer,2400EC1602,ECE,6.51,44,53,42,31,60,1,2,1,Placed,3.28,Sasken
Kavya Verma,2400IT1603,IT,8.32,72,100,38,67,61,3,7,2,Placed,7.23,L&T Infotech
Rohan Nair,2400CS1604,CSE,7.93,67,54,78,77,54,3,5,1,Placed,9.67,Accenture
Prateek Patel,2200EC1605,ECE,7.96,82,36,65,52,50,2,5,2,Placed,4.69,Sapient
Bhavna Kapoor,2200EC1606,ECE,8.34,64,59,57,40,51,4,6,2,Placed,5.75,L&T Infotech
Divya Mukherjee,2200CS1607,CSE,8.47,97,73,47,48,40,2,4,5,Placed,6.3,Tech Mahindra
Akash Dubey,2300EC1608,ECE,5.44,35,26,61,33,79,4,7,0,Not Placed,0.0,Not Placed
Ananya Goel,2400CS1609,CSE,8.19,70,33,38,69,59,4,8,2,Placed,9.41,Zoho
Rajat Mishra,2100CS1610,CSE,8.58,80,73,71,56,69,3,8,1,Placed,42.22,Qualcomm
Kavya Kumar,2400CS1611,CSE,7.08,47,40,60,42,71,2,2,3,Placed,4.52,Amdocs
Amit Kumar,2300CS1612,CSE,7.33,49,79,43,40,59,2,4,2,Placed,8.38,Mindtree
Komal Bhatt,2300CS1613,CSE,6.68,59,78,27,47,62,3,4,0,Placed,4.33,Genpact
Swati Mehta,2400IT1614,IT,6.95,62,45,49,52,44,2,2,2,Placed,10.45,Mphasis
Arjun Rajput,2200EC1615,ECE,8.79,40,32,60,59,41,3,2,1,Placed,5.17,L&T Infotech
Sneha Iyer,2300IT1616,IT,9.43,100,72,63,68,55,1,4,2,Placed,4.59,Byju's
Kriti Singh,2200EE1617,EE,5.68,17,70,32,30,28,0,4,0,Not Placed,0.0,Not Placed
Sonal Yadav,2200CS1618,CSE,7.46,42,97,27,45,75,1,6,1,Placed,4.94,Concentrix
Komal Das,2300ME1619,ME,7.02,49,26,42,68,47,3,7,0,Placed,4.57,NIIT
Ankur Rastogi,2300CE1620,CE,5.98,46,43,26,53,36,1,4,0,Placed,6.94,Mphasis
Dhruv Dhawan,2200EC1621,ECE,5.82,48,85,50,58,44,0,5,1,Placed,3.91,Amdocs
Ayaan Yadav,2200IT1622,IT,10.0,81,62,86,58,80,2,7,2,Placed,16.9,Google
Harsh Iyer,2400IT1623,IT,6.94,59,66,49,57,38,3,5,4,Placed,3.13,Cyient
Komal Gupta,2200EC1624,ECE,5.63,16,29,63,30,71,1,6,0,Not Placed,0.0,Not Placed
Kabir Jain,2100IT1625,IT,5.47,47,30,29,25,0,0,5,0,Placed,3.47,iGate
Trisha Khanna,2200EC1626,ECE,9.11,77,70,65,46,35,3,5,3,Placed,10.55,Mphasis
Sachin Rawat,2100CE1627,CE,8.66,73,63,65,68,37,3,8,1,Placed,41.72,Google
Rohan Dhawan,2300CE1628,CE,7.33,54,12,71,52,60,2,8,0,Placed,8.87,Paytm
Ankur Arora,2100IT1629,IT,7.56,58,64,31,22,35,0,3,1,Not Placed,0.0,Not Placed
Charu Jain,2200EC1630,ECE,8.49,69,44,67,62,55,0,3,2,Placed,9.88,Infosys
Suraj Sethi,2300IT1631,IT,5.58,64,43,29,21,69,0,2,3,Not Placed,0.0,Not Placed
Isha Saxena,2100EC1632,ECE,6.09,58,25,16,21,40,2,4,1,Not Placed,0.0,Not Placed
Sakshi Sethi,2400ME1633,ME,7.99,67,32,38,47,34,2,5,2,Placed,5.5,Zoho
Gaurav Dubey,2200IT1634,IT,8.76,52,38,48,46,77,2,6,0,Placed,3.19,NIIT
Pranav Rastogi,2400ME1635,ME,8.89,61,91,41,59,74,1,8,3,Placed,10.0,Capgemini
Nikita Singh,2400ME1636,ME,8.48,79,53,39,68,28,3,6,3,Placed,8.45,Mindtree
Khushi Agarwal,2300IT1637,IT,8.97,80,36,28,72,58,2,3,2,Placed,8.44,Mindtree
Aparna Saxena,2300CS1638,CSE,7.74,40,51,70,44,85,1,5,2,Not Placed,0.0,Not Placed
Rahul Joshi,2300CS1639,CSE,8.8,88,68,90,53,30,3,7,3,Placed,42.04,Goldman Sachs
Vikas Dhawan,2100CS1640,CSE,8.65,93,71,57,50,74,2,3,5,Placed,11.27,Paytm
Dev Saxena,2300CS1641,CSE,8.99,79,30,69,77,48,2,8,1,Placed,7.24,Mindtree
Simran Arora,2100CS1642,CSE,4.65,29,33,4,15,38,0,3,0,Not Placed,0.0,Not Placed
Varun Nair,2100EC1643,ECE,6.52,64,34,35,51,14,1,5,0,Placed,4.68,Amdocs
Simran Mishra,2200CS1644,CSE,7.6,79,53,26,46,45,3,5,0,Placed,8.53,Cognizant
Shaurya Chatterjee,2300CE1645,CE,7.45,44,63,18,45,48,2,7,0,Placed,4.86,Amdocs
Kabir Mishra,2400CS1646,CSE,5.92,45,39,27,52,48,1,5,2,Not Placed,0.0,Not Placed
Garima Das,2300EE1647,EE,6.74,52,65,30,48,37,2,2,1,Placed,3.32,Amdocs
Shaurya Mehta,2100IT1648,IT,9.32,100,60,32,74,49,2,4,3,Placed,12.21,Flipkart
Radhika Khanna,2300CS1649,CSE,7.6,67,41,65,69,44,2,4,2,Placed,10.12,Tech Mahindra
Himanshu Singh,2200IT1650,IT,6.42,76,50,46,26,24,0,5,1,Not Placed,0.0,Not Placed
Megha Jain,2100ME1651,ME,7.55,42,41,27,42,19,3,6,1,Placed,3.73,Amdocs
Tushar Goel,2300IT1652,IT,7.24,53,57,33,60,58,2,8,2,Placed,11.4,L&T Infotech
Ayaan Chauhan,2200IT1653,IT,8.13,70,73,38,53,64,2,8,1,Placed,6.85,Mindtree
Abhishek Das,2300CS1654,CSE,9.5,100,75,61,65,73,2,6,3,Placed,14.9,Samsung R&D
Garima Jain,2300IT1655,IT,5.66,61,34,32,29,74,1,5,2,Not Placed,0.0,Not Placed
Kartik Sethi,2300IT1656,IT,7.47,71,59,48,59,82,1,7,1,Placed,5.16,Zoho
Priya Mishra,2400CE1657,CE,6.51,21,50,39,51,53,2,6,0,Not Placed,0.0,Not Placed
Riya Reddy,2400CE1658,CE,5.29,16,15,0,50,8,0,6,0,Not Placed,0.0,Not Placed
Arjun Verma,2200EE1659,EE,4.7,42,0,5,38,43,0,5,3,Not Placed,0.0,Not Placed
Deepak Tiwari,2300CE1660,CE,6.2,68,44,63,45,42,2,8,1,Placed,4.15,Concentrix
Nikhil Bajaj,2400CE1661,CE,6.41,63,0,24,34,43,2,4,1,Not Placed,0.0,Not Placed
Sara Mishra,2300IT1662,IT,8.3,70,55,49,58,18,3,3,1,Placed,3.98,Concentrix
Aarav Rajput,2400EE1663,EE,6.68,44,26,57,61,65,1,4,0,Placed,3.87,Syntel
Anika Srivastava,2200EC1664,ECE,7.66,43,43,59,59,48,2,5,2,Placed,3.56,Genpact
Tanvi Rawat,2400EE1665,EE,8.07,23,44,26,65,50,2,5,0,Not Placed,0.0,Not Placed
Gaurav Dubey,2200ME1666,ME,7.14,24,47,5,69,24,3,5,3,Not Placed,0.0,Not Placed
Charu Tiwari,2400ME1667,ME,9.14,55,66,24,69,86,1,5,0,Placed,8.56,Wipro
Sara Verma,2300IT1668,IT,9.78,100,76,41,74,62,2,6,2,Placed,29.58,Goldman Sachs
Rajat Chatterjee,2200CS1669,CSE,7.88,43,60,38,45,67,0,2,0,Placed,3.36,Sapient
Isha Sharma,2400CE1670,CE,6.41,60,42,66,38,55,1,7,1,Placed,9.69,Wipro
Khushi Reddy,2200ME1671,ME,6.47,60,18,41,43,67,2,7,2,Not Placed,0.0,Not Placed
Nupur Mukherjee,2300IT1672,IT,6.86,58,55,22,59,64,3,7,1,Not Placed,0.0,Not Placed
Reyansh Khanna,2100ME1673,ME,8.62,68,52,49,56,33,4,8,0,Placed,8.12,TCS
Neha Joshi,2300CS1674,CSE,8.32,99,60,53,77,33,0,1,4,Placed,7.22,L&T Infotech
Aarav Mehta,2400ME1675,ME,7.37,33,29,48,46,35,4,7,2,Not Placed,0.0,Not Placed
Swati Arora,2200IT1676,IT,5.92,38,22,44,42,91,1,2,2,Not Placed,0.0,Not Placed
Saurabh Pandey,2300CS1677,CSE,7.55,91,55,39,70,51,1,3,1,Placed,3.72,Concentrix
Sakshi Iyer,2200CS1678,CSE,6.52,64,23,51,53,85,1,8,1,Placed,9.34,Infosys
Nupur Rajput,2400EC1679,ECE,7.99,49,57,57,41,79,1,4,0,Placed,3.07,Concentrix
Anika Malhotra,2100CS1680,CSE,8.78,81,78,62,60,37,1,7,0,Placed,6.88,Wipro
Kavya Arora,2400EC1681,ECE,9.04,82,25,73,57,63,0,4,2,Placed,4.39,iGate
Shivani Mehta,2300CE1682,CE,6.98,41,73,64,51,37,3,4,4,Placed,9.78,Capgemini
Rohan Rawat,2200CS1683,CSE,8.39,74,59,55,79,73,3,5,3,Placed,6.99,Mindtree
Ananya Tiwari,2200ME1684,ME,7.44,45,46,73,60,55,3,5,1,Placed,7.26,TCS
Atharv Gupta,2400CE1685,CE,6.86,65,39,5,51,10,1,2,1,Not Placed,0.0,Not Placed
Navya Iyer,2400ME1686,ME,5.71,35,63,16,30,36,1,5,1,Not Placed,0.0,Not Placed
Prateek Gupta,2400CS1687,CSE,7.56,52,37,47,22,52,4,8,1,Placed,10.38,Accenture
Sonal Rawat,2100EC1688,ECE,9.21,75,50,75,75,66,2,5,5,Placed,10.07,Paytm
Ayaan Bhatia,2100CS1689,CSE,6.54,57,47,50,51,43,1,0,1,Not Placed,0.0,Not Placed
Ritvik Pandey,2200CS1690,CSE,5.11,58,41,26,44,53,1,4,3,Not Placed,0.0,Not Placed
Kriti Sethi,2200CS1691,CSE,7.89,78,70,59,47,36,2,7,2,Placed,7.53,L&T Infotech
Suraj Chopra,2200CS1692,CSE,10.0,86,70,74,88,63,2,6,3,Placed,28.03,Uber
Aryan Rawat,2100EC1693,ECE,8.77,74,63,57,73,64,2,7,1,Placed,9.65,Byju's
Diya Bansal,2100IT1694,IT,9.77,100,78,57,69,41,2,6,1,Placed,18.52,Uber
Nikita Patel,2300IT1695,IT,7.09,82,78,60,34,57,1,5,4,Placed,3.4,Concentrix
Sai Iyer,2400CS1696,CSE,9.6,84,51,60,54,54,3,4,1,Placed,22.87,Samsung R&D
Radhika Sharma,2300IT1697,IT,8.02,69,73,60,76,41,4,7,2,Placed,10.02,TCS
Nidhi Chopra,2200CS1698,CSE,7.42,60,39,58,79,62,2,6,0,Placed,7.53,HCL
Vikas Bansal,2300IT1699,IT,9.28,59,73,31,56,57,1,4,1,Not Placed,0.0,Not Placed
Mayank Kumar,2400CE1700,CE,6.88,60,34,47,43,34,1,4,0,Not Placed,0.0,Not Placed
Nikhil Mehta,2200CS1701,CSE,6.8,58,31,48,43,54,2,1,1,Placed,4.3,Genpact
Isha Verma,2200EC1702,ECE,7.01,48,54,66,43,62,3,7,3,Placed,6.71,Wipro
Sonam Reddy,2300CS1703,CSE,7.31,63,55,26,45,40,1,2,2,Placed,3.35,Concentrix
Harsh Rawat,2400CS1704,CSE,7.07,31,71,59,22,37,3,7,1,Placed,4.81,iGate
Amit Patel,2300CS1705,CSE,8.8,59,97,83,65,43,3,5,4,Placed,7.07,Mindtree
Prateek Chatterjee,2400CS1706,CSE,6.86,55,61,50,27,39,0,5,0,Not Placed,0.0,Not Placed
Kavya Chopra,2400CS1707,CSE,7.8,63,46,31,65,46,1,2,2,Placed,11.06,Infosys
Divya Bajaj,2200CS1708,CSE,5.67,42,27,15,16,15,2,2,1,Not Placed,0.0,Not Placed
Aditi Mukherjee,2100IT1709,IT,8.47,48,48,15,77,62,1,5,0,Placed,3.12,Mu Sigma
Sonal Srivastava,2200EE1710,EE,7.17,66,70,38,56,34,2,5,3,Placed,5.06,Byju's
Mansi Rajput,2100EC1711,ECE,7.68,74,70,64,59,52,2,8,1,Placed,9.41,Cognizant
Komal Mishra,2400CS1712,CSE,8.78,59,57,47,69,69,2,4,1,Placed,33.64,Goldman Sachs
Krishna Goel,2200CS1713,CSE,7.07,45,32,67,75,39,1,8,0,Placed,10.84,Mindtree
Tanvi Chopra,2100ME1714,ME,8.32,60,76,24,45,63,2,4,1,Placed,4.61,Cyient
Vivaan Thakur,2100EC1715,ECE,8.66,69,55,56,54,33,1,8,3,Placed,4.83,Cyient
Pallavi Patel,2400CS1716,CSE,8.03,75,70,53,38,62,2,5,0,Placed,3.4,Sasken
Meghna Mehta,2100CS1717,CSE,6.52,59,32,56,60,59,3,7,1,Placed,4.36,Cyient
Ayaan Iyer,2200EE1718,EE,9.2,85,79,35,83,53,2,8,2,Placed,39.77,Amazon
Saanvi Mishra,2400CS1719,CSE,8.16,62,63,52,75,65,2,4,0,Placed,8.67,Byju's
Nidhi Sethi,2400CE1720,CE,7.97,52,57,65,53,55,2,4,2,Placed,4.51,Zoho
Shivani Mehta,2300ME1721,ME,6.36,0,71,11,24,42,0,3,0,Not Placed,0.0,Not Placed
Pranav Pandey,2100CS1722,CSE,7.12,59,46,29,64,39,3,5,3,Not Placed,0.0,Not Placed
Vidhi Patel,2400CS1723,CSE,8.7,58,63,69,76,48,0,5,0,Placed,9.17,Mindtree
Aarav Reddy,2100IT1724,IT,8.12,85,59,29,52,58,3,5,0,Placed,7.23,TCS
Vikas Joshi,2400EE1725,EE,10.0,86,28,76,100,22,4,8,2,Placed,15.39,Uber
Simran Bajaj,2300CS1726,CSE,7.16,52,55,38,67,34,0,3,2,Placed,3.78,Amdocs
Isha Jain,2200CE1727,CE,6.75,88,77,30,41,100,3,2,1,Placed,4.82,Mu Sigma
Ayaan Verma,2200CS1728,CSE,8.1,56,86,27,59,13,4,6,3,Placed,4.08,Mu Sigma
Vishal Yadav,2200CS1729,CSE,6.55,59,63,42,74,51,0,7,0,Placed,7.56,Capgemini
Sai Goel,2400ME1730,ME,8.59,71,70,36,66,29,2,6,3,Placed,6.77,Wipro
Komal Verma,2100CS1731,CSE,7.65,75,35,29,49,46,0,2,5,Placed,11.6,Wipro
Mayank Chatterjee,2400EC1732,ECE,6.98,45,12,56,52,63,2,0,1,Not Placed,0.0,Not Placed
Diya Chatterjee,2200EE1733,EE,8.95,87,80,60,58,53,1,8,2,Placed,7.16,HCL
Kriti Reddy,2100ME1734,ME,7.15,27,72,56,60,57,1,8,3,Not Placed,0.0,Not Placed
Aanya Patel,2400ME1735,ME,4.82,17,34,16,4,58,1,2,1,Not Placed,0.0,Not Placed
Ritika Sethi,2300IT1736,IT,7.62,67,74,55,62,59,4,8,1,Placed,3.34,Mu Sigma
Swati Rawat,2400EC1737,ECE,6.38,33,1,47,35,28,0,6,1,Not Placed,0.0,Not Placed
Neeraj Singh,2100ME1738,ME,8.53,59,53,59,95,36,1,5,3,Placed,7.18,Capgemini
Aishwarya Kumar,2300EE1739,EE,5.93,37,34,0,58,45,0,5,0,Not Placed,0.0,Not Placed
Aparna Agarwal,2400IT1740,IT,8.11,69,59,60,55,48,2,4,3,Placed,6.35,L&T Infotech
Jyoti Mukherjee,2100EC1741,ECE,8.01,85,29,23,17,65,0,1,1,Placed,9.39,Wipro
Charu Tiwari,2400CS1742,CSE,8.69,88,70,41,66,69,3,6,0,Placed,5.43,Accenture
Pooja Thakur,2200IT1743,IT,7.38,76,48,42,53,63,1,4,0,Placed,9.11,L&T Infotech
Radhika Iyer,2200CS1744,CSE,6.72,56,59,71,29,64,2,8,3,Not Placed,0.0,Not Placed
Charu Nair,2400CS1745,CSE,9.31,87,76,39,56,70,3,8,1,Placed,32.48,Flipkart
Navya Bajaj,2200CE1746,CE,6.21,25,51,5,47,62,0,3,2,Not Placed,0.0,Not Placed
Khushi Mishra,2400IT1747,IT,6.92,69,74,23,39,43,1,8,0,Placed,4.31,Concentrix
Advik Chauhan,2400IT1748,IT,6.88,81,53,0,57,72,3,8,1,Placed,10.17,Infosys
Ritika Goel,2200CS1749,CSE,7.1,43,61,52,66,30,1,4,0,Not Placed,0.0,Not Placed
Manish Singh,2100CS1750,CSE,7.57,63,34,55,53,50,4,7,2,Placed,5.03,Accenture
Meghna Chauhan,2200CS1751,CSE,5.69,58,46,35,26,53,1,1,1,Not Placed,0.0,Not Placed
Vihaan Kapoor,2400ME1752,ME,6.68,50,43,49,40,27,0,7,1,Not Placed,0.0,Not Placed
Rajat Srivastava,2100CS1753,CSE,7.34,55,77,35,35,53,2,5,0,Placed,3.22,Cyient
Prateek Mehta,2300CE1754,CE,7.8,40,100,60,63,31,0,2,2,Placed,3.16,Sapient
Aman Khanna,2300EC1755,ECE,7.27,61,29,52,57,48,3,7,0,Placed,3.09,Concentrix
Neeraj Singh,2400CS1756,CSE,7.85,80,71,71,38,43,4,8,0,Placed,37.61,Samsung R&D
Reyansh Bajaj,2100EE1757,EE,7.13,41,35,32,69,43,1,5,0,Placed,3.84,Cyient
Ravi Patel,2200IT1758,IT,5.59,55,37,30,66,63,1,7,0,Placed,3.34,NIIT
Rahul Chauhan,2300IT1759,IT,7.16,73,57,45,64,63,4,8,0,Placed,9.18,Hexaware
Preeti Thakur,2400EC1760,ECE,5.78,22,34,0,40,67,1,4,0,Not Placed,0.0,Not Placed
Ishaan Arora,2300CS1761,CSE,6.95,63,50,29,54,41,2,4,1,Not Placed,0.0,Not Placed
Ayaan Tiwari,2400CE1762,CE,6.59,48,89,0,44,61,1,3,2,Placed,3.13,Amdocs
Aryan Joshi,2300CS1763,CSE,8.17,86,92,52,89,57,4,8,2,Placed,38.37,Goldman Sachs
Sai Rastogi,2300CS1764,CSE,6.67,38,29,58,36,38,1,6,1,Placed,6.36,Hexaware
Divya Saxena,2200ME1765,ME,8.68,63,56,71,69,65,3,3,1,Placed,7.96,Zoho
Pooja Jain,2400EE1766,EE,7.03,22,72,15,41,35,3,6,1,Not Placed,0.0,Not Placed
Pallavi Iyer,2300EC1767,ECE,6.3,63,23,50,44,52,2,4,2,Not Placed,0.0,Not Placed
Varun Yadav,2100CS1768,CSE,6.89,54,32,28,59,52,2,0,0,Placed,10.79,Hexaware
Sai Kapoor,2300IT1769,IT,6.83,66,26,21,36,41,0,6,0,Placed,3.76,Amdocs
Gaurav Singh,2400EC1770,ECE,7.09,45,60,4,76,48,1,3,1,Not Placed,0.0,Not Placed
Yash Yadav,2100EC1771,ECE,6.33,44,25,22,23,58,1,4,1,Not Placed,0.0,Not Placed
Pallavi Reddy,2300CS1772,CSE,8.04,63,23,59,79,65,1,3,1,Placed,7.67,Hexaware
Meghna Sharma,2300CS1773,CSE,9.8,100,76,57,66,31,0,5,0,Placed,10.55,Byju's
Dev Reddy,2400ME1774,ME,6.81,41,28,51,48,55,1,5,1,Not Placed,0.0,Not Placed
Akash Bajaj,2400CS1775,CSE,8.72,100,76,46,79,52,1,5,2,Placed,18.76,Flipkart
Sonam Tiwari,2300CS1776,CSE,6.69,83,71,47,58,14,3,7,3,Placed,11.73,Infosys
Akash Kapoor,2400CS1777,CSE,8.59,89,46,60,52,66,0,4,0,Placed,8.17,Hexaware
Suraj Bhatt,2300IT1778,IT,8.69,66,67,41,52,73,3,4,0,Placed,4.22,Genpact
Ravi Khanna,2300CS1779,CSE,7.9,70,40,55,68,42,4,6,2,Placed,6.25,Mindtree
Preeti Chauhan,2100CS1780,CSE,8.44,99,58,61,69,82,2,2,4,Placed,9.99,TCS
Neha Goel,2400EE1781,EE,5.61,43,33,16,45,56,0,5,1,Not Placed,0.0,Not Placed
Sachin Singh,2300IT1782,IT,10.0,81,70,63,76,14,2,5,3,Placed,5.62,Cognizant
Anika Singh,2100EC1783,ECE,7.33,64,32,20,53,49,3,1,3,Placed,3.39,Syntel
Kriti Sharma,2400EC1784,ECE,6.74,63,25,37,51,28,0,2,0,Placed,3.05,Sapient
Mayank Sethi,2200EC1785,ECE,7.3,45,63,56,81,61,3,5,1,Placed,5.79,Accenture
Tanvi Chopra,2200ME1786,ME,7.78,63,57,44,40,79,1,3,4,Placed,4.74,Amdocs
Reyansh Malhotra,2200CS1787,CSE,7.7,58,56,49,74,82,2,8,0,Placed,9.95,Paytm
Sonal Patel,2200CS1788,CSE,8.4,76,78,45,80,57,4,8,1,Placed,11.01,Hexaware
Pallavi Mishra,2100IT1789,IT,6.76,58,60,37,32,49,0,5,3,Placed,3.2,Mu Sigma
Myra Joshi,2200CS1790,CSE,5.18,45,39,19,41,49,2,8,2,Not Placed,0.0,Not Placed
Aadhya Arora,2400IT1791,IT,7.43,76,27,45,32,56,2,4,1,Not Placed,0.0,Not Placed
Shruti Sethi,2400ME1792,ME,6.63,42,48,32,58,56,0,1,2,Placed,3.62,Amdocs
Khushi Rawat,2400EC1793,ECE,6.48,44,43,40,87,36,1,5,3,Placed,4.89,Concentrix
Ravi Jain,2400IT1794,IT,6.77,80,56,26,41,64,3,5,1,Placed,3.83,Syntel
Neeraj Thakur,2100CE1795,CE,7.21,33,42,30,59,44,2,4,4,Not Placed,0.0,Not Placed
Deepak Joshi,2100EC1796,ECE,4.29,21,17,1,39,12,0,5,2,Not Placed,0.0,Not Placed
Manish Arora,2100CS1797,CSE,8.02,96,25,69,56,41,3,7,1,Placed,5.7,L&T Infotech
Anika Agarwal,2300CE1798,CE,7.33,52,92,42,47,52,2,7,0,Placed,7.37,L&T Infotech
Saanvi Rajput,2200CS1799,CSE,7.79,36,60,69,37,55,3,8,3,Placed,9.71,Infosys
Simran Arora,2300IT1800,IT,7.94,77,48,36,63,84,3,7,2,Placed,4.88,Cognizant
Diya Yadav,2200EC1801,ECE,7.26,75,79,39,41,42,4,6,0,Placed,6.36,Zoho
Ananya Goel,2300EE1802,EE,7.84,44,25,35,51,47,2,5,0,Placed,4.67,Genpact
Mayank Rawat,2100EE1803,EE,5.76,40,33,21,55,1,1,2,1,Not Placed,0.0,Not Placed
Manish Bhatia,2100CS1804,CSE,5.83,69,39,32,26,50,1,4,1,Placed,3.96,Mu Sigma
Aparna Chopra,2300IT1805,IT,8.46,65,72,55,49,84,2,5,0,Placed,7.68,L&T Infotech
Sakshi Nair,2400EE1806,EE,7.54,68,53,58,39,43,3,4,1,Placed,6.76,Paytm
Himanshu Jain,2400EC1807,ECE,5.29,58,32,28,62,45,2,2,1,Not Placed,0.0,Not Placed
Trisha Chatterjee,2200CE1808,CE,6.64,28,58,44,28,47,1,3,1,Not Placed,0.0,Not Placed
Isha Bajaj,2400EC1809,ECE,7.25,38,39,56,57,68,2,3,0,Placed,3.21,Amdocs
Nikhil Kapoor,2100CS1810,CSE,6.0,45,54,44,35,95,1,5,1,Placed,3.95,Syntel
Megha Mishra,2200IT1811,IT,10.0,86,66,45,63,72,3,8,2,Placed,7.95,Hexaware
Ankit Goel,2100ME1812,ME,7.4,45,44,66,49,43,2,6,2,Placed,3.49,Cyient
Advik Bajaj,2100CS1813,CSE,7.65,85,36,59,55,41,2,6,1,Placed,4.93,Sasken
Himanshu Joshi,2100IT1814,IT,8.17,50,55,65,41,55,1,5,0,Placed,10.19,Infosys
Arjun Rastogi,2200CS1815,CSE,6.81,64,62,47,29,34,2,5,1,Placed,5.76,HCL
Isha Bhatt,2300IT1816,IT,6.29,53,43,32,40,78,1,5,2,Placed,3.95,Amdocs
Prateek Verma,2300CE1817,CE,7.09,47,22,28,25,69,0,4,1,Not Placed,0.0,Not Placed
Riya Das,2100EC1818,ECE,8.15,63,35,69,67,90,4,8,1,Placed,14.92,Oracle
Anjali Mehta,2100EC1819,ECE,8.49,70,67,22,64,51,4,6,0,Placed,4.96,Infosys
Akash Chauhan,2300EC1820,ECE,7.27,45,51,51,24,56,1,2,3,Not Placed,0.0,Not Placed
Atharv Mehta,2100EE1821,EE,6.91,53,22,23,62,83,1,3,0,Not Placed,0.0,Not Placed
